name,type,gender
Atina,first,female
Attila,first,male
Atád,first,male
Atália,first,female
Atára,first,female
Aténa,first,female
Auguszt,first,male
Auguszta,first,female
Augusztin,first,male
Augusztina,first,female
Aurél,first,male
Aurélia,first,female
Aurélián,first,male
Auróra,first,female
Avarka,first,female
Aviána,first,female
Axel,first,male
Azarél,first,male
Azálea,first,female
Azár,first,male
Babarózsa,first,female
Babett,first,female
Babetta,first,female
Babér,first,female
Bacsó,first,male
Bagamér,first,male
Bagita,first,female
Bajka,first,male
Bajnok,first,male
Baján,first,male
Balambér,first,male
Balassa,first,male
Balbina,first,female
Balda,first,female
Baldvin,first,male
Baldó,first,male
Balián,first,male
Balla,first,male
Balló,first,male
Baltazár,first,male
Balzsa,first,female
Balzsam,first,female
Balár,first,male
Balázs,first,male
Bandó,first,male
Banánvirág,first,female
Bara,first,female
Barabás,first,male
Barack,first,female
Baracs,first,male
Barakony,first,male
Baranka,first,female
Barbara,first,female
Barbarella,first,female
Barbel,first,female
Barbi,first,female
Bardó,first,male
Barka,first,female
Barla,first,male
Barlám,first,male
Barna,first,male
Barnabás,first,male
Bartos,first,male
Bartó,first,male
Barót,first,male
Bazil,first,male
Bazilia,first,female
Bazsó,first,male
Bea,first,female
Beatricse,first,female
Beatrisz,first,female
Bebóra,first,female
Becse,first,male
Bedecs,first,male
Bedő,first,male
Begónia,first,female
Bejke,first,female
Bekes,first,male
Bekka,first,female
Bekény,first,male
Bekő,first,male
Belina,first,female
Belinda,first,female
Belizár,first,male
Belián,first,male
Bella,first,female
Bellaróza,first,female
Belár,first,male
Bence,first,male
Bende,first,male
Bendegúz,first,male
Bendit,first,male
Bene,first,male
Benedek,first,male
Benedetta,first,female
Benedikt,first,male
Benedikta,first,female
Benediktusz,first,male
Beneditta,first,female
Benett,first,male
Benina,first,female
Benita,first,female
Benitó,first,male
Benjamin,first,male
Benjamina,first,female
Benjámin,first,male
Benkő,first,male
Bente,first,female
Benáta,first,female
Benő,first,male
Bercel,first,male
Berec,first,male
Berend,first,male
Bereniké,first,female
Berente,first,male
Beriszló,first,male
Berián,first,male
Berke,first,male
Berkenye,first,female
Berker,first,male
Berna,first,female
Bernadett,first,female
Bernadetta,first,female
Bernárd,first,male
Bernát,first,male
Berta,first,female
Bertalan,first,male
Bertel,first,male
Bertil,first,male
Bertilla,first,female
Bertina,first,female
Bertold,first,male
Bertolda,first,female
Berton,first,male
Berzsián,first,male
Berárd,first,male
Berény,first,male
Bese,first,male
Betlen,first,male
Betta,first,female
Betti,first,female
Bettina,first,female
Beáta,first,female
Biana,first,female
Bianka,first,female
Bibiána,first,female
Bihar,first,male
Birgit,first,female
Biri,first,female
Blanka,first,female
Bocsárd,first,male
Bodomér,first,male
Bodony,first,male
Bodor,first,male
Bodza,first,female
Bodó,first,male
Bogdán,first,male
Bogdána,first,female
Bogi,first,female
Boglár,first,female
Boglárka,first,female
Bogárka,first,female
Bogát,first,male
Bogáta,first,female
Bojka,first,female
Bojtor,first,male
Bojtorján,first,male
Boján,first,male
Bojána,first,female
Bolda,first,female
Boldizsár,first,male
Boleszláv,first,male
Bolivár,first,male
Bolívia,first,female
Bonaventúra,first,male
Bonca,first,male
Bongor,first,male
Boni,first,female
Bonifác,first,male
Bonita,first,female
Bonni,first,female
Bora,first,female
Borbolya,first,female
Borbála,first,female
Borbás,first,male
Borcsa,first,female
Bori,first,female
Borinka,first,female
Boris,first,female
Boriska,first,female
Borisz,first,male
Borka,first,female
Borocs,first,male
Boromir,first,male
Borostyán,first,female
Boroszló,first,male
Borsa,first,male
Borsika,first,female
Boróka,first,female
Botond,first,male
Botos,first,male
Bottyán,first,male
Botár,first,male
Bozsena,first,female
Bozsó,first,male
Bozsóka,first,female
Brenda,first,female
Brendon,first,male
Brianna,first,female
Brigi,first,female
Brigitta,first,female
Britta,first,female
Brájen,first,male
Bránkó,first,male
Brúnó,first,male
Brútusz,first,male
Buda,first,male
Buzád,first,male
Buzát,first,male
Bács,first,male
Bájron,first,male
Bálint,first,male
Bán,first,male
Bánk,first,male
Bános,first,male
Bársony,first,female
Bársonyka,first,female
Báruk,first,male
Bátony,first,male
Bátor,first,male
Béda,first,female
Béke,first,female
Békés,first,male
Béla,first,male
Béni,first,male
Bérc,first,male
Béta,first,female
Bíbor,first,female
Bíbora,first,female
Bíboranna,first,female
Bíborka,first,female
Bóbita,first,female
Bódog,first,male
Bónis,first,male
Böbe,first,female
Bökény,first,male
Böngér,first,male
Börte,first,female
Böske,first,female
Búzavirág,first,female
Cecilián,first,male
Cecilla,first,female
Cecília,first,female
Celeszta,first,female
Celesztina,first,female
Celina,first,female
Cettina,first,female
Ciklámen,first,female
Cila,first,female
Cili,first,female
Cilka,first,female
Cilla,first,female
Cintia,first,female
Cippóra,first,female
Ciprián,first,male
Cipriána,first,female
Cirilla,first,female
Cirjék,first,male
Csaba,first,male
Csalka,first,female
Csanád,first,male
Csatád,first,male
Csatár,first,male
Csató,first,male
Csed,first,male
Csege,first,male
Csegő,first,male
Cseke,first,male
Csekő,first,male
Csemen,first,male
Csende,first,female
Csendike,first,female
Csenge,first,female
Csengele,first,female
Csenger,first,male
Csente,first,female
Csepel,first,male
Cseperke,first,female
Csepke,first,female
Cseresznye,first,female
Cserjén,first,male
Csermely,first,female
Cserne,first,female
Csete,first,male
Csetény,first,male
Csikó,first,male
Csilla,first,female
Csillag,first,female
Csillagvirág,first,female
Csingiz,first,male
Csinszka,first,female
Csinyere,first,female
Csobajd,first,male
Csobilla,first,female
Csobád,first,male
Csobán,first,male
Csobánc,first,male
Csobánka,first,female
Csolt,first,male
Csoma,first,male
Csombor,first,male
Csomor,first,male
Csongor,first,male
Csák,first,male
Csönge,first,female
Csöre,first,female
Célia,first,female
Círus,first,male
Daliborka,first,female
Dalla,first,female
Dalma,first,female
Dalmira,first,female
Damián,first,male
Damiána,first,female
Damján,first,male
Damjána,first,female
Dana,first,female
Danica,first,female
Daniela,first,female
Daniella,first,female
Daniéla,first,female
Danka,first,female
Danna,first,female
Darinka,first,female
Dea,first,female
Debóra,first,female
Dejte,first,male
Deján,first,male
Delfina,first,female
Delinda,first,female
Delinke,first,female
Della,first,female
Demeter,first,male
Demetria,first,female
Demjén,first,male
Demény,first,male
Demóna,first,female
Denissza,first,female
Denisz,first,male
Denisza,first,female
Deodát,first,male
Deodáta,first,female
Dettina,first,female
Devecser,first,male
Devínia,first,female
Dezdemóna,first,female
Dezideráta,first,female
Dezidéria,first,female
Dezmér,first,male
Dezső,first,male
Dia,first,female
Diana,first,female
Dianna,first,female
Dijár,first,male
Dina,first,female
Dioméd,first,male
Diotíma,first,female
Ditmár,first,male
Ditti,first,female
Diána,first,female
Dió,first,female
Doboka,first,male
Dolorita,first,female
Doloróza,first,female
Domicián,first,male
Domiciána,first,female
Dominik,first,male
Dominika,first,female
Dominka,first,female
Domitilla,first,female
Domokos,first,male
Domonkos,first,male
Domos,first,male
Domán,first,male
Dománd,first,male
Donatella,first,female
Donna,first,female
Donát,first,male
Donáta,first,female
Donátó,first,male
Dorabella,first,female
Dorel,first,male
Doren,first,female
Doretta,first,female
Dorina,first,female
Dorinda,first,female
Dorinka,first,female
Dorion,first,male
Dorisz,first,female
Dorita,first,female
Dorián,first,male
Dorka,first,female
Dorkás,first,female
Dorkász,first,female
Dormán,first,male
Dormánd,first,male
Dormánka,first,female
Dorotea,first,female
Doroti,first,female
Dorotina,first,female
Dorottya,first,female
Dotti,first,female
Dotán,first,male
Druzsiána,first,female
Dukász,first,male
Dusán,first,male
Dusánka,first,female
Dzsamilla,first,female
Dzsenifer,first,female
Dzsenisz,first,female
Dzsenna,first,female
Dzsenni,first,female
Dzserald,first,male
Dzsesszika,first,female
Dála,first,female
Dália,first,female
Dániel,first,male
Dános,first,male
Dária,first,female
Dáriusz,first,male
Dárió,first,male
Dárkó,first,male
Dása,first,female
Dátán,first,male
Dávid,first,male
Décse,first,male
Délia,first,female
Déna,first,female
Dénes,first,male
Dés,first,male
Déva,first,female
Dézi,first,female
Dókus,first,male
Dóra,first,female
Dóri,first,female
Dózsa,first,male
Döme,first,male
Dömjén,first,male
Dömös,first,male
Dömötör,first,male
Ebba,first,female
Ecse,first,male
Edda,first,female
Ede,first,male
Edentina,first,female
Edgár,first,male
Edina,first,female
Edit,first,female
Edmara,first,female
Edmond,first,male
Edmund,first,male
Edmunda,first,female
Edna,first,female
Edrik,first,male
Eduán,first,male
Eduárd,first,male
Eduárda,first,female
Eduárdó,first,male
Edvin,first,male
Edvina,first,female
Edvárd,first,male
Edömér,first,male
Egberta,first,female
Egon,first,male
Egres,first,female
Egyed,first,male
Ejnár,first,male
Eldon,first,male
Elek,first,male
Elektra,first,female
Elemér,first,male
Elen,first,female
Elena,first,female
Eleni,first,female
Elenor,first,female
Eleonóra,first,female
Elfrida,first,female
Elga,first,female
Elida,first,female
Elin,first,female
Elina,first,female
Elinor,first,female
Eliska,first,female
Elita,first,female
Eliz,first,female
Eliza,first,female
Elizabell,first,female
Elizabella,first,female
Elizabet,first,female
Elizia,first,female
Eliána,first,female
Elke,first,female
Ella,first,female
Elli,first,female
Ellina,first,female
Elládán,first,male
Elma,first,female
Elmira,first,female
Elmár,first,male
Elmó,first,male
Elora,first,female
Elvir,first,male
Elvira,first,female
Elád,first,male
Elíz,first,female
Elízia,first,female
Előd,first,male
Emanuéla,first,female
Emerika,first,female
Emerina,first,female
Emerita,first,female
Emese,first,female
Emett,first,male
Emil,first,male
Emili,first,female
Emilia,first,female
Emilián,first,male
Emiliána,first,female
Emma,first,female
Emmaléna,first,female
Emmaróza,first,female
Emánuel,first,male
Emília,first,female
Emíra,first,female
Emő,first,female
Emőd,first,male
Emőke,first,female
Endre,first,male
Enikő,first,female
Enna,first,female
Enola,first,female
Enrikó,first,male
Eper,first,female
Eperke,first,female
Erdő,first,male
Erhárd,first,male
Erik,first,male
Erika,first,female
Erina,first,female
Erka,first,female
Ermelinda,first,female
Erna,first,female
Ernella,first,female
Erneszt,first,male
Erneszta,first,female
Ernesztin,first,female
Ernesztina,first,female
Ernesztó,first,male
Ernik,first,male
Ernye,first,male
Ernák,first,male
Ernán,first,male
Ernő,first,male
Ervin,first,male
Ervina,first,female
Ervínia,first,female
Erzsi,first,female
Erzsébet,first,female
Erős,first,male
Estike,first,female
Estilla,first,female
Eszmeralda,first,female
Eszna,first,female
Esztella,first,female
Eszter,first,female
Eszténa,first,female
Etel,first,female
Etele,first,male
Etelka,first,female
Etka,first,female
Etre,first,male
Etta,first,female
Etus,first,female
Eufémia,first,female
Eugén,first,male
Eugénia,first,female
Európa,first,female
Evangelika,first,female
Evangelina,first,female
Evelin,first,female
Evelina,first,female
Evetke,first,female
Evica,first,female
Evila,first,female
Evolett,first,female
Ezel,first,male
Ezra,first,male
Ezékiel,first,male
Fabiána,first,female
Fabióla,first,female
Fabrícia,first,female
Fabríció,first,male
Fabó,first,male
Fadett,first,female
Fadi,first,male
Fahéj,first,female
Fajsz,first,male
Fanna,first,female
Fanni,first,female
Fantina,first,female
Farkas,first,male
Fausztina,first,female
Febrónia,first,female
Fedóra,first,female
Fehér,first,female
Fehérke,first,female
Felicitás,first,female
Felicitász,first,female
Felicián,first,male
Feliciána,first,female
Felícia,first,female
Femke,first,female
Feodóra,first,female
Ferdinánd,first,male
Ferenc,first,male
Fernanda,first,female
Fernandó,first,male
Fernándó,first,male
Fidél,first,male
Fidélia,first,female
Filibert,first,male
Filip,first,male
Filippa,first,female
Filippó,first,male
Fillisz,first,female
Filotea,first,female
Fioretta,first,female
Firtos,first,female
Fióna,first,female
Flavián,first,male
Florencia,first,female
Florentin,first,male
Florentina,first,female
Florianna,first,female
Florin,first,male
Florina,first,female
Florinda,first,female
Flávia,first,female
Fláviusz,first,male
Flávió,first,male
Flóra,first,female
Flória,first,female
Flóris,first,male
Flórián,first,male
Fodor,first,male
Folkus,first,male
Fortunát,first,male
Franciska,first,female
Freja,first,female
Frida,first,female
Friderika,first,female
Frigyes,first,male
Fruzsina,first,female
Frézia,first,female
Fábiusz,first,male
Fábián,first,male
Fábió,first,male
Fáni,first,female
Fáta,first,female
Fédra,first,female
Félix,first,male
Fóris,first,male
Fülöp,first,male
Fürtike,first,female
Füzike,first,female
Füzér,first,female
Gabos,first,male
Gabriella,first,female
Gala,first,female
Galamb,first,female
Galatea,first,female
Galina,first,female
Gandalf,first,male
Gardénia,first,female
Gaszton,first,male
Gazsó,first,male
Gede,first,male
Gedeon,first,male
Gedő,first,male
Gejza,first,male
Gellén,first,male
Gellért,first,male
Gemella,first,female
Genovéva,first,female
Gerbera,first,female
Gereben,first,male
Gergely,first,male
Gergő,first,male
Gerhárd,first,male
Gerjén,first,male
Gerle,first,female
Germán,first,male
Gernot,first,male
Gerold,first,male
Gertrúd,first,female
Gertrúdisz,first,female
Gerváz,first,male
Gerzson,first,male
Gerált,first,male
Geréb,first,male
Gerő,first,male
Gesztenye,first,female
Gibárt,first,male
Gida,first,male
Gilda,first,female
Gina,first,female
Girót,first,male
Gitka,first,female
Giza,first,female
Gizella,first,female
Gizi,first,female
Glenna,first,female
Glória,first,female
Godó,first,male
Golda,first,female
Goldina,first,female
Gorda,first,male
Gordiána,first,female
Gorgiás,first,male
Gorán,first,male
Gotárd,first,male
Gracián,first,male
Graciána,first,female
Grizelda,first,female
Grácia,first,female
Grácián,first,male
Grész,first,female
Gréta,first,female
Gréte,first,female
Gréti,first,female
Gusztáv,first,male
Gyeke,first,male
Gyenes,first,male
Gyoma,first,male
Gyopár,first,female
Gyopárka,first,female
Gyula,first,male
Gyárfás,first,male
Gyécsa,first,male
Gyémánt,first,female
Gyömbér,first,female
Gyöngy,first,female
Gyöngyi,first,female
Gyöngyike,first,female
Gyöngyvirág,first,female
Gyöngyvér,first,female
Gyöngyös,first,female
Györe,first,male
György,first,male
Györgyi,first,female
Györgyike,first,female
Györk,first,male
Györke,first,male
Győző,first,male
Gáber,first,male
Gábor,first,male
Gábos,first,male
Gábri,first,male
Gábriel,first,male
Gál,first,male
Gália,first,female
Gálos,first,male
Gáspár,first,male
Gécsa,first,male
Géda,first,female
Géla,first,female
Géza,first,male
Gópál,first,male
Göncöl,first,male
Günter,first,male
Habib,first,male
Hadúr,first,male
Hajna,first,female
Hajnal,first,female
Hajnalka,first,female
Hajni,first,female
Hajnácska,first,female
Halina,first,female
Hamilkár,first,male
Hana,first,female
Hanga,first,female
Hani,first,female
Hanka,first,female
Hanna,first,female
Hannabella,first,female
Hannadóra,first,female
Hannalina,first,female
Hannaliza,first,female
Hannaléna,first,female
Hannaróza,first,female
Hannarózsa,first,female
Hanni,first,female
Hannibál,first,male
Hannó,first,male
Harald,first,male
Hardin,first,male
Hargita,first,female
Hargitta,first,female
Harka,first,male
Harkány,first,male
Harlám,first,male
Harmat,first,female
Harmatka,first,female
Harri,first,male
Harriet,first,female
Harsány,first,male
Hartvig,first,male
Havadi,first,female
Havaska,first,female
Heidi,first,female
Hejkó,first,male
Hektor,first,male
Helen,first,female
Helena,first,female
Helga,first,female
Heliodor,first,male
Helka,first,female
Hella,first,female
Heléna,first,female
Hendri,first,male
Heni,first,female
Henna,first,female
Henni,first,female
Henriett,first,female
Henrietta,first,female
Henrik,first,male
Hermia,first,female
Hermiás,first,male
Hermész,first,male
Hessza,first,female
Hetti,first,female
Hetény,first,male
Hiacinta,first,female
Hilda,first,female
Hildegárd,first,female
Hilka,first,female
Hilmár,first,male
Hilár,first,male
Hilária,first,female
Hina,first,female
Holló,first,male
Honorka,first,female
Honorát,first,male
Honoráta,first,female
Hont,first,male
Horka,first,male
Horác,first,male
Horácia,first,female
Horáció,first,male
Huba,first,male
Hubertusz,first,male
Hugó,first,male
Humbert,first,male
Hunor,first,male
Hunorka,first,female
Hunyad,first,male
Hunóra,first,female
Háfiz,first,male
Hágár,first,female
Hájim,first,male
Hárs,first,male
Hébé,first,female
Héda,first,female
Hédi,first,female
Héla,first,female
Héli,first,female
Hélia,first,female
Héliosz,first,male
Héra,first,female
Hódos,first,male
Hófehérke,first,female
Hóseás,first,male
Hóvirág,first,female
Hümér,first,male
Ibolya,first,female
Ibolyka,first,female
Ibrahim,first,male
Ibrány,first,male
Ica,first,female
Ida,first,female
Ignác,first,male
Ignácia,first,female
Igor,first,male
Ilcsi,first,female
Ilda,first,female
Ildi,first,female
Ildikó,first,female
Ildár,first,male
Ilitia,first,female
Ilián,first,male
Iliász,first,male
Ilka,first,female
Illangó,first,female
Illés,first,male
Ilma,first,female
Ilmár,first,male
Ilona,first,female
Ilonka,first,female
Ilus,first,female
Iluska,first,female
Ilza,first,female
Ilze,first,female
Iláj,first,male
Ilán,first,male
Imbert,first,male
Imela,first,female
Imelda,first,female
Imina,first,female
Immánuel,first,male
Imola,first,female
Imre,first,male
Inara,first,female
Ince,first,male
Inci,first,female
Indira,first,female
Indra,first,female
Indár,first,male
Inessza,first,female
Inez,first,female
Inge,first,female
Ingrid,first,female
Inka,first,female
Inna,first,female
Ipoly,first,male
Irina,first,female
Iringó,first,female
Irma,first,female
Irnik,first,male
Irén,first,female
Iréne,first,female
Irénke,first,female
Isméria,first,female
István,first,male
Iszam,first,male
Itala,first,female
Itiel,first,male
Ivett,first,female
Ivetta,first,female
Ivola,first,female
Ivon,first,female
Ivonn,first,female
Ivor,first,male
Iván,first,male
Ivána,first,female
Ivár,first,male
Ivó,first,male
Iza,first,female
Izabel,first,female
Izabell,first,female
Izabella,first,female
Izaura,first,female
Izidor,first,male
Izidóra,first,female
Izmael,first,male
Izméne,first,female
Izolda,first,female
Izor,first,male
Izsák,first,male
Izsó,first,male
Izóra,first,female
Jaina,first,female
Jakab,first,male
Jakobina,first,female
Jakus,first,male
Jana,first,female
Janek,first,male
Janka,first,female
Jankó,first,male
Janna,first,female
Január,first,male
Janó,first,male
Jara,first,female
Jarmila,first,female
Jelek,first,male
Jelena,first,female
Jeles,first,male
Jelina,first,female
Jella,first,female
Jenni,first,female
Jente,first,female
Jenő,first,male
Jeremiás,first,male
Jermák,first,male
Jernő,first,male
Jeromos,first,male
Jeszénia,first,female
Jetta,first,female
Jetti,first,female
Jiszka,first,female
Johanka,first,female
Johanna,first,female
Johara,first,female
Jola,first,female
Joli,first,female
Jolina,first,female
Jolán,first,female
Jolánka,first,female
Jolánta,first,female
Jonatán,first,male
Jonka,first,female
Jonna,first,female
Jordán,first,male
Jordána,first,female
Joszina,first,female
Jována,first,female
Jozafát,first,male
Jozefa,first,female
Jozefin,first,female
Jozefina,first,female
Joáb,first,male
Joáhim,first,male
Joákim,first,male
Juci,first,female
Judina,first,female
Judit,first,female
Julcsi,first,female
Juli,first,female
Julianna,first,female
Julietta,first,female
Julilla,first,female
Julinka,first,female
Juliska,first,female
Julitta,first,female
Julián,first,male
Juliána,first,female
Juliánusz,first,male
Julka,first,female
Jusztin,first,male
Jusztina,first,female
Jusztusz,first,male
Jusztícia,first,female
Jusztínia,first,female
Juszuf,first,male
Jutas,first,male
Jutka,first,female
Jutocsa,first,male
Jutta,first,female
Jábin,first,male
Jácint,first,male
Jácinta,first,female
Jáde,first,female
Jádránka,first,female
Jáel,first,female
Jáhel,first,female
Jáir,first,male
Jákob,first,male
Jákó,first,male
Jána,first,female
János,first,male
Jánusz,first,male
Jára,first,female
Járfás,first,male
Járá,first,female
Jászira,first,female
Jászon,first,male
Jávor,first,male
Jávorka,first,female
Jázmin,first,female
Jázmina,first,female
Jázon,first,male
Jáél,first,female
Jób,first,male
Jóel,first,male
Jónás,first,male
Jóska,first,male
Józsa,first,female
József,first,male
Józsiás,first,male
Józsua,first,male
Józsué,first,male
Júda,first,male
Júlia,first,female
Júliusz,first,male
Kaba,first,male
Kabos,first,male
Kada,first,male
Kadicsa,first,male
Kadisa,first,male
Kadocsa,first,male
Kadosa,first,male
Kali,first,female
Kalina,first,female
Kalli,first,female
Kamil,first,male
Kamilia,first,female
Kamill,first,male
Kamilla,first,female
Kamilló,first,male
Kamélia,first,female
Kamília,first,female
Kanut,first,male
Kapisztrán,first,male
Kaplony,first,male
Kapolcs,first,male
Kara,first,male
Karacs,first,male
Karcsa,first,male
Kardos,first,male
Karin,first,female
Karina,first,female
Karitász,first,female
Karmelina,first,female
Karmella,first,female
Karméla,first,female
Karolin,first,female
Karolina,first,female
Karsa,first,male
Kartal,first,male
Karácson,first,male
Karád,first,male
Kasszandra,first,female
Kasszián,first,male
Kasztor,first,male
Kata,first,female
Katalin,first,female
Katalina,first,female
Katapán,first,male
Katarina,first,female
Katerina,first,female
Kati,first,female
Katica,first,female
Katinka,first,female
Katrin,first,female
Katrina,first,female
Kató,first,female
Kazimír,first,male
Keled,first,male
Kelemen,first,male
Kelemér,first,male
Kelen,first,male
Kelvin,first,male
Kelén,first,male
Kemecse,first,male
Kemenes,first,male
Kemál,first,male
Kende,first,male
Kenese,first,male
Kenza,first,female
Kenéz,first,male
Kerecsen,first,male
Keresztes,first,male
Keresztély,first,male
Kerim,first,male
Kersztin,first,female
Kerény,first,male
Keszi,first,male
Kesző,first,male
Ketrin,first,female
Kevin,first,male
Keán,first,male
Kia,first,female
Kian,first,male
Kiara,first,female
Kieran,first,male
Kikerics,first,female
Kilit,first,male
Kilián,first,male
Kiliána,first,female
Killa,first,female
Kilán,first,male
Kilény,first,male
Kincs,first,female
Kincse,first,female
Kincső,first,female
Kinga,first,female
Kinizs,first,male
Kira,first,female
Kiri,first,female
Kirill,first,male
Kirilla,first,female
Kisanna,first,female
Kisó,first,female
Kitti,first,female
Kitán,first,male
Klarissza,first,female
Klarisz,first,female
Klaudetta,first,female
Klaudia,first,female
Klaudiusz,first,male
Klaudiána,first,female
Klaudió,first,male
Klausz,first,male
Klemencia,first,female
Klementin,first,female
Klementina,first,female
Klemátisz,first,female
Kleofás,first,male
Kleon,first,male
Kleopátra,first,female
Kleó,first,female
Klió,first,female
Kloé,first,female
Klára,first,female
Klári,first,female
Klélia,first,female
Klétus,first,male
Kocsárd,first,male
Kofi,first,male
Kolett,first,female
Koletta,first,female
Kolombina,first,female
Kolos,first,male
Kolozs,first,male
Kolta,first,male
Kolton,first,male
Kolumbusz,first,male
Kolumbán,first,male
Kond,first,male
Konor,first,male
Konrád,first,male
Konstantina,first,female
Koppány,first,male
Kora,first,female
Korall,first,female
Kordélia,first,female
Koretta,first,female
Koridon,first,male
Korina,first,female
Korinna,first,female
Kornél,first,male
Kornélia,first,female
Kornéliusz,first,male
Koron,first,male
Korvin,first,male
Korália,first,female
Kos,first,male
Kozett,first,female
Kozma,first,male
Kristóf,first,male
Kriszta,first,female
Krisztabell,first,female
Kriszti,first,female
Krisztin,first,female
Krisztina,first,female
Krisztián,first,male
Krisztiána,first,female
Krisztofer,first,male
Krizanta,first,female
Krizantusz,first,male
Krizia,first,female
Krizsán,first,male
Kund,first,male
Kunigunda,first,female
Kunti,first,female
Kunó,first,male
Kurd,first,male
Kurszán,first,male
Kurt,first,male
Kustyán,first,male
Kusán,first,male
Kventin,first,male
Kvintessza,first,female
Kál,first,male
Kála,first,female
Káldor,first,male
Káleb,first,male
Kálmán,first,male
Kálvinó,first,male
Kámea,first,female
Kán,first,male
Kármen,first,female
Kármin,first,female
Kármán,first,male
Károly,first,male
Kázmér,first,male
Kéla,first,female
Kénán,first,male
Kéra,first,female
Kéren,first,female
Késa,first,female
Késav,first,male
Kíra,first,female
Kósa,first,male
Kökény,first,female
Kötöny,first,male
Kövecs,first,male
Kücsid,first,male
Küne,first,female
Kürt,first,male
Laborc,first,male
Ladiszla,first,female
Ladomér,first,male
Lajos,first,male
Laksmi,first,female
Lalita,first,female
Lamar,first,male
Lana,first,female
Lantos,first,male
Lara,first,female
Larcia,first,female
Larett,first,female
Largó,first,male
Larissza,first,female
Lartia,first,female
Latif,first,male
Latiká,first,female
Laura,first,female
Laurencia,first,female
Lauretta,first,female
Lavanda,first,female
Lea,first,female
Leandra,first,female
Leandró,first,male
Lehel,first,male
Leila,first,female
Lejla,first,female
